QID,title,difficulty,categorySlug,topicTags
2932,Maximum Strong Pair XOR I,Easy,algorithms,"array,hash-table,bit-manipulation,trie,sliding-window"
2933,High-Access Employees,Medium,algorithms,"array,hash-table,string,sorting"
2934,Minimum Operations to Maximize Last Elements in Arrays,Medium,algorithms,"array,enumeration"
2935,Maximum Strong Pair XOR II,Hard,algorithms,"array,hash-table,bit-manipulation,trie,sliding-window"
2936,Number of Equal Numbers Blocks,Medium,algorithms,"array,binary-search,interactive"
2937,Make Three Strings Equal,Easy,algorithms,string
2938,Separate Black and White Balls,Medium,algorithms,"two-pointers,string,greedy"
2939,Maximum Xor Product,Medium,algorithms,"math,greedy,bit-manipulation"
2940,Find Building Where Alice and Bob Can Meet,Hard,algorithms,"array,binary-search,stack,binary-indexed-tree,segment-tree,heap-priority-queue,monotonic-stack"
2941,Maximum GCD-Sum of a Subarray,Hard,algorithms,"array,math,binary-search,number-theory"
2942,Find Words Containing Character,Easy,algorithms,"array,string"
2943,Maximize Area of Square Hole in Grid,Medium,algorithms,"array,sorting"
2944,Minimum Number of Coins for Fruits,Medium,algorithms,"array,dynamic-programming,queue,heap-priority-queue,monotonic-queue"
2945,Find Maximum Non-decreasing Array Length,Hard,algorithms,"array,binary-search,dynamic-programming,stack,queue,monotonic-stack,monotonic-queue"
2946,Matrix Similarity After Cyclic Shifts,Easy,algorithms,"array,math,matrix,simulation"
2947,Count Beautiful Substrings I,Medium,algorithms,"hash-table,math,string,enumeration,number-theory,prefix-sum"
2948,Make Lexicographically Smallest Array by Swapping Elements,Medium,algorithms,"array,union-find,sorting"
2949,Count Beautiful Substrings II,Hard,algorithms,"hash-table,math,string,number-theory,prefix-sum"
2950,Number of Divisible Substrings,Medium,algorithms,"hash-table,string,counting,prefix-sum"
2951,Find the Peaks,Easy,algorithms,"array,enumeration"
2952,Minimum Number of Coins to be Added,Medium,algorithms,"array,greedy,sorting"
2953,Count Complete Substrings,Hard,algorithms,"hash-table,string,sliding-window"
2954,Count the Number of Infection Sequences,Hard,algorithms,"array,math,combinatorics"
2955,Number of Same-End Substrings,Medium,algorithms,"array,hash-table,string,counting,prefix-sum"
2956,Find Common Elements Between Two Arrays,Easy,algorithms,"array,hash-table"
2957,Remove Adjacent Almost-Equal Characters,Medium,algorithms,"string,dynamic-programming,greedy"
2958,Length of Longest Subarray With at Most K Frequency,Medium,algorithms,"array,hash-table,sliding-window"
2959,Number of Possible Sets of Closing Branches,Hard,algorithms,"bit-manipulation,graph,heap-priority-queue,enumeration,shortest-path"
2960,Count Tested Devices After Test Operations,Easy,algorithms,"array,simulation,counting"
2961,Double Modular Exponentiation,Medium,algorithms,"array,math,simulation"
2962,Count Subarrays Where Max Element Appears at Least K Times,Medium,algorithms,"array,sliding-window"
2963,Count the Number of Good Partitions,Hard,algorithms,"array,hash-table,math,combinatorics"
2964,Number of Divisible Triplet Sums,Medium,algorithms,"array,hash-table"
2965,Find Missing and Repeated Values,Easy,algorithms,"array,hash-table,math,matrix"
2966,Divide Array Into Arrays With Max Difference,Medium,algorithms,"array,greedy,sorting"
2967,Minimum Cost to Make Array Equalindromic,Medium,algorithms,"array,math,binary-search,greedy,sorting"
2968,Apply Operations to Maximize Frequency Score,Hard,algorithms,"array,binary-search,sliding-window,sorting,prefix-sum"
2969,Minimum Number of Coins for Fruits II,Hard,algorithms,"array,dynamic-programming,queue,heap-priority-queue,monotonic-queue"
2970,Count the Number of Incremovable Subarrays I,Easy,algorithms,"array,two-pointers,binary-search,enumeration"
2971,Find Polygon With the Largest Perimeter,Medium,algorithms,"array,greedy,sorting,prefix-sum"
2972,Count the Number of Incremovable Subarrays II,Hard,algorithms,"array,two-pointers,binary-search"
2973,Find Number of Coins to Place in Tree Nodes,Hard,algorithms,"dynamic-programming,tree,depth-first-search,sorting,heap-priority-queue"
2974,Minimum Number Game,Easy,algorithms,"array,sorting,heap-priority-queue,simulation"
2975,Maximum Square Area by Removing Fences From a Field,Medium,algorithms,"array,hash-table,enumeration"
2976,Minimum Cost to Convert String I,Medium,algorithms,"array,string,graph,shortest-path"
2977,Minimum Cost to Convert String II,Hard,algorithms,"array,string,dynamic-programming,graph,trie,shortest-path"
2978,Symmetric Coordinates,Medium,database,database
2979,Most Expensive Item That Can Not Be Bought,Medium,algorithms,"math,dynamic-programming,number-theory"
2980,Check if Bitwise OR Has Trailing Zeros,Easy,algorithms,"array,bit-manipulation"
2981,Find Longest Special Substring That Occurs Thrice I,Medium,algorithms,"hash-table,string,binary-search,sliding-window,counting"
2982,Find Longest Special Substring That Occurs Thrice II,Medium,algorithms,"hash-table,string,binary-search,sliding-window,counting"
2983,Palindrome Rearrangement Queries,Hard,algorithms,"hash-table,string,prefix-sum"
2984,Find Peak Calling Hours for Each City,Medium,database,database
2985,Calculate Compressed Mean,Easy,database,database
2986,Find Third Transaction,Medium,database,database
2987,Find Expensive Cities,Easy,database,database
2988,Manager of the Largest Department,Medium,database,database
2989,Class Performance,Medium,database,database
2990,Loan Types,Easy,database,database
2991,Top Three Wineries ,Hard,database,database
2992,Number of Self-Divisible Permutations,Medium,algorithms,"array,math,dynamic-programming,backtracking,bit-manipulation,number-theory,bitmask"
2993,Friday Purchases I,Medium,database,database
2994,Friday Purchases II ,Hard,database,database
2995,Viewers Turned Streamers,Hard,database,database
2996,Smallest Missing Integer Greater Than Sequential Prefix Sum,Easy,algorithms,"array,hash-table,sorting"
2997,Minimum Number of Operations to Make Array XOR Equal to K,Medium,algorithms,"array,bit-manipulation"
2998,Minimum Number of Operations to Make X and Y Equal,Medium,algorithms,"dynamic-programming,breadth-first-search,memoization"
2999,Count the Number of Powerful Integers,Hard,algorithms,"math,string,dynamic-programming"
3000,Maximum Area of Longest Diagonal Rectangle,Easy,algorithms,array
3001,Minimum Moves to Capture The Queen,Medium,algorithms,"math,enumeration"
3002,Maximum Size of a Set After Removals,Medium,algorithms,"array,hash-table,greedy"
3003,Maximize the Number of Partitions After Operations,Hard,algorithms,"string,dynamic-programming,bit-manipulation,bitmask"
3004,Maximum Subtree of the Same Color,Medium,algorithms,"array,dynamic-programming,tree,depth-first-search"
3005,Count Elements With Maximum Frequency,Easy,algorithms,"array,hash-table,counting"
3006,Find Beautiful Indices in the Given Array I,Medium,algorithms,"two-pointers,string,binary-search,rolling-hash,string-matching,hash-function"
3007,Maximum Number That Sum of the Prices Is Less Than or Equal to K,Medium,algorithms,"math,binary-search,dynamic-programming,bit-manipulation"
3008,Find Beautiful Indices in the Given Array II,Hard,algorithms,"two-pointers,string,binary-search,rolling-hash,string-matching,hash-function"
3009,Maximum Number of Intersections on the Chart,Hard,algorithms,"array,hash-table,math,binary-indexed-tree,geometry,line-sweep,sorting"
3010,Divide an Array Into Subarrays With Minimum Cost I,Easy,algorithms,"array,sorting,enumeration"
3011,Find if Array Can Be Sorted,Medium,algorithms,"array,bit-manipulation,sorting"
3012,Minimize Length of Array Using Operations,Medium,algorithms,"array,math,greedy,number-theory"
3013,Divide an Array Into Subarrays With Minimum Cost II,Hard,algorithms,"array,hash-table,sliding-window,heap-priority-queue"
3014,Minimum Number of Pushes to Type Word I,Easy,algorithms,"math,string,greedy"
3015,Count the Number of Houses at a Certain Distance I,Medium,algorithms,"breadth-first-search,graph,prefix-sum"
3016,Minimum Number of Pushes to Type Word II,Medium,algorithms,"hash-table,string,greedy,sorting,counting"
3017,Count the Number of Houses at a Certain Distance II,Hard,algorithms,"graph,prefix-sum"
3018,Maximum Number of Removal Queries That Can Be Processed I,Hard,algorithms,"array,dynamic-programming"
3019,Number of Changing Keys,Easy,algorithms,string
3020,Find the Maximum Number of Elements in Subset,Medium,algorithms,"array,hash-table,enumeration"
3021,Alice and Bob Playing Flower Game,Medium,algorithms,math
3022,Minimize OR of Remaining Elements Using Operations,Hard,algorithms,"array,greedy,bit-manipulation"
3023,Find Pattern in Infinite Stream I,Medium,algorithms,"array,sliding-window,rolling-hash,string-matching,hash-function"
3024,Type of Triangle,Easy,algorithms,"array,math,sorting"
3025,Find the Number of Ways to Place People I,Medium,algorithms,"array,math,geometry,sorting,enumeration"
3026,Maximum Good Subarray Sum,Medium,algorithms,"array,hash-table,prefix-sum"
3027,Find the Number of Ways to Place People II,Hard,algorithms,"array,math,geometry,sorting,enumeration"
3028,Ant on the Boundary,Easy,algorithms,"array,simulation,prefix-sum"
3029,Minimum Time to Revert Word to Initial State I,Medium,algorithms,"string,rolling-hash,string-matching,hash-function"
3030,Find the Grid of Region Average,Medium,algorithms,"array,matrix"
3031,Minimum Time to Revert Word to Initial State II,Hard,algorithms,"string,rolling-hash,string-matching,hash-function"
3032,Count Numbers With Unique Digits II,Easy,algorithms,"hash-table,math,dynamic-programming"
3033,Modify the Matrix,Easy,algorithms,"array,matrix"
3034,Number of Subarrays That Match a Pattern I,Medium,algorithms,"array,rolling-hash,string-matching,hash-function"
3035,Maximum Palindromes After Operations,Medium,algorithms,"array,hash-table,string,greedy,sorting,counting"
3036,Number of Subarrays That Match a Pattern II,Hard,algorithms,"array,rolling-hash,string-matching,hash-function"
3037,Find Pattern in Infinite Stream II,Hard,algorithms,"array,sliding-window,rolling-hash,string-matching,hash-function"
3038,Maximum Number of Operations With the Same Score I,Easy,algorithms,"array,simulation"
3039,Apply Operations to Make String Empty,Medium,algorithms,"array,hash-table,sorting,counting"
3040,Maximum Number of Operations With the Same Score II,Medium,algorithms,"array,dynamic-programming,memoization"
3041,Maximize Consecutive Elements in an Array After Modification,Hard,algorithms,"array,dynamic-programming,sorting"
3042,Count Prefix and Suffix Pairs I,Easy,algorithms,"array,string,trie,rolling-hash,string-matching,hash-function"
3043,Find the Length of the Longest Common Prefix,Medium,algorithms,"array,hash-table,string,trie"
3044,Most Frequent Prime,Medium,algorithms,"array,hash-table,math,matrix,counting,enumeration,number-theory"
3045,Count Prefix and Suffix Pairs II,Hard,algorithms,"array,string,trie,rolling-hash,string-matching,hash-function"
3046,Split the Array,Easy,algorithms,"array,hash-table,counting"
3047,Find the Largest Area of Square Inside Two Rectangles,Medium,algorithms,"array,math,geometry"
3048,Earliest Second to Mark Indices I,Medium,algorithms,"array,binary-search"
3049,Earliest Second to Mark Indices II,Hard,algorithms,"array,binary-search,greedy,heap-priority-queue"
3050,Pizza Toppings Cost Analysis,Medium,database,database
3051,Find Candidates for Data Scientist Position,Easy,database,database
3052,Maximize Items,Hard,database,database
3053,Classifying Triangles by Lengths,Easy,database,database
3054,Binary Tree Nodes,Medium,database,database
3055,Top Percentile Fraud,Medium,database,database
3056,Snaps Analysis,Medium,database,database
3057,Employees Project Allocation,Hard,database,database
3058,Friends With No Mutual Friends,Medium,database,database
3059,Find All Unique Email Domains,Easy,database,database
3060,User Activities within Time Bounds,Hard,database,database
3061,Calculate Trapping Rain Water,Hard,database,database
3062,Winner of the Linked List Game,Easy,algorithms,linked-list
3063,Linked List Frequency,Easy,algorithms,"hash-table,linked-list,counting"
3064,Guess the Number Using Bitwise Questions I,Medium,algorithms,"bit-manipulation,interactive"
3065,Minimum Operations to Exceed Threshold Value I,Easy,algorithms,array
3066,Minimum Operations to Exceed Threshold Value II,Medium,algorithms,"array,heap-priority-queue,simulation"
3067,Count Pairs of Connectable Servers in a Weighted Tree Network,Medium,algorithms,"array,tree,depth-first-search"
3068,Find the Maximum Sum of Node Values,Hard,algorithms,"array,dynamic-programming,greedy,bit-manipulation,tree,sorting"
3069,Distribute Elements Into Two Arrays I,Easy,algorithms,"array,simulation"
3070,Count Submatrices with Top-Left Element and Sum Less Than k,Medium,algorithms,"array,matrix,prefix-sum"
3071,Minimum Operations to Write the Letter Y on a Grid,Medium,algorithms,"array,hash-table,matrix,counting"
3072,Distribute Elements Into Two Arrays II,Hard,algorithms,"array,binary-indexed-tree,segment-tree,simulation"
3073,Maximum Increasing Triplet Value,Medium,algorithms,"array,ordered-set"
3074,Apple Redistribution into Boxes,Easy,algorithms,"array,greedy,sorting"
3075,Maximize Happiness of Selected Children,Medium,algorithms,"array,greedy,sorting"
3076,Shortest Uncommon Substring in an Array,Medium,algorithms,"array,hash-table,string,trie"
3077,Maximum Strength of K Disjoint Subarrays,Hard,algorithms,"array,dynamic-programming,prefix-sum"
3078,Match Alphanumerical Pattern in Matrix I,Medium,algorithms,"array,hash-table,string,matrix"
3079,Find the Sum of Encrypted Integers,Easy,algorithms,"array,math"
3080,Mark Elements on Array by Performing Queries,Medium,algorithms,"array,hash-table,sorting,heap-priority-queue,simulation"
3081,Replace Question Marks in String to Minimize Its Value,Medium,algorithms,"hash-table,string,greedy,sorting,heap-priority-queue,counting"
3082,Find the Sum of the Power of All Subsequences,Hard,algorithms,"array,dynamic-programming"
3083,Existence of a Substring in a String and Its Reverse,Easy,algorithms,"hash-table,string"
3084,Count Substrings Starting and Ending with Given Character,Medium,algorithms,"math,string,counting"
3085,Minimum Deletions to Make String K-Special,Medium,algorithms,"hash-table,string,greedy,sorting,counting"
3086,Minimum Moves to Pick K Ones,Hard,algorithms,"array,greedy,sliding-window,prefix-sum"
3087,Find Trending Hashtags,Medium,database,database
3088,Make String Anti-palindrome,Hard,algorithms,"string,greedy,sorting,counting-sort"
3089,Find Bursty Behavior,Medium,database,database
3090,Maximum Length Substring With Two Occurrences,Easy,algorithms,"hash-table,string,sliding-window"
3091,Apply Operations to Make Sum of Array Greater Than or Equal to k,Medium,algorithms,"math,greedy,enumeration"
3092,Most Frequent IDs,Medium,algorithms,"array,hash-table,heap-priority-queue,ordered-set"
3093,Longest Common Suffix Queries,Hard,algorithms,"array,string,trie"
3094,Guess the Number Using Bitwise Questions II,Medium,algorithms,"bit-manipulation,interactive"
3095,Shortest Subarray With OR at Least K I,Easy,algorithms,"array,bit-manipulation,sliding-window"
3096,Minimum Levels to Gain More Points,Medium,algorithms,"array,prefix-sum"
3097,Shortest Subarray With OR at Least K II,Medium,algorithms,"array,bit-manipulation,sliding-window"
3098,Find the Sum of Subsequence Powers,Hard,algorithms,"array,dynamic-programming,sorting"
3099,Harshad Number,Easy,algorithms,math
3100,Water Bottles II,Medium,algorithms,"math,simulation"
3101,Count Alternating Subarrays,Medium,algorithms,"array,math"
3102,Minimize Manhattan Distances,Hard,algorithms,"array,math,geometry,sorting,ordered-set"
3103,Find Trending Hashtags II ,Hard,database,database
3104,Find Longest Self-Contained Substring,Hard,algorithms,"hash-table,string,binary-search,prefix-sum"
3105,Longest Strictly Increasing or Strictly Decreasing Subarray,Easy,algorithms,array
3106,Lexicographically Smallest String After Operations With Constraint,Medium,algorithms,"string,greedy"
3107,Minimum Operations to Make Median of Array Equal to K,Medium,algorithms,"array,greedy,sorting"
3108,Minimum Cost Walk in Weighted Graph,Hard,algorithms,"array,bit-manipulation,union-find,graph"
3109,Find the Index of Permutation,Medium,algorithms,"array,binary-search,divide-and-conquer,binary-indexed-tree,segment-tree,merge-sort,ordered-set"
3110,Score of a String,Easy,algorithms,string
3111,Minimum Rectangles to Cover Points,Medium,algorithms,"array,greedy,sorting"
3112,Minimum Time to Visit Disappearing Nodes,Medium,algorithms,"array,graph,heap-priority-queue,shortest-path"
3113,Find the Number of Subarrays Where Boundary Elements Are Maximum,Hard,algorithms,"array,binary-search,stack,monotonic-stack"
3114,Latest Time You Can Obtain After Replacing Characters,Easy,algorithms,"string,enumeration"
3115,Maximum Prime Difference,Medium,algorithms,"array,math,number-theory"
3116,Kth Smallest Amount With Single Denomination Combination,Hard,algorithms,"array,math,binary-search,bit-manipulation,combinatorics,number-theory"
3117,Minimum Sum of Values by Dividing Array,Hard,algorithms,"array,binary-search,dynamic-programming,bit-manipulation,segment-tree,queue"
3118,Friday Purchase III ,Medium,database,database
3119,Maximum Number of Potholes That Can Be Fixed,Medium,algorithms,"string,greedy,sorting"
3120,Count the Number of Special Characters I,Easy,algorithms,"hash-table,string"
3121,Count the Number of Special Characters II,Medium,algorithms,"hash-table,string"
3122,Minimum Number of Operations to Satisfy Conditions,Medium,algorithms,"array,dynamic-programming,matrix"
3123,Find Edges in Shortest Paths,Hard,algorithms,"depth-first-search,breadth-first-search,graph,heap-priority-queue,shortest-path"
3124,Find Longest Calls,Medium,database,database
3125,Maximum Number That Makes Result of Bitwise AND Zero,Medium,algorithms,"string,greedy,sorting"
3126,Server Utilization Time,Medium,database,database
3127,Make a Square with the Same Color,Easy,algorithms,"array,matrix,enumeration"
3128,Right Triangles,Medium,algorithms,"array,hash-table,math,combinatorics,counting"
3129,Find All Possible Stable Binary Arrays I,Medium,algorithms,"dynamic-programming,prefix-sum"
3130,Find All Possible Stable Binary Arrays II,Hard,algorithms,"dynamic-programming,prefix-sum"
3131,Find the Integer Added to Array I,Easy,algorithms,array
3132,Find the Integer Added to Array II,Medium,algorithms,"array,two-pointers,sorting,enumeration"
3133,Minimum Array End,Medium,algorithms,bit-manipulation
3134,Find the Median of the Uniqueness Array,Hard,algorithms,"array,hash-table,binary-search,sliding-window"
3135,Equalize Strings by Adding or Removing Characters at Ends,Medium,algorithms,"string,binary-search,dynamic-programming,sliding-window,hash-function"
3136,Valid Word,Easy,algorithms,string
3137,Minimum Number of Operations to Make Word K-Periodic,Medium,algorithms,"hash-table,string,counting"
3138,Minimum Length of Anagram Concatenation,Medium,algorithms,"hash-table,string,counting"
3139,Minimum Cost to Equalize Array,Hard,algorithms,"array,greedy,enumeration"
3140,Consecutive Available Seats II,Medium,database,database
3141,Maximum Hamming Distances,Hard,algorithms,"array,bit-manipulation,breadth-first-search"
3142,Check if Grid Satisfies Conditions,Easy,algorithms,"array,matrix"
3143,Maximum Points Inside the Square,Medium,algorithms,"array,hash-table,string,binary-search,sorting"
3144,Minimum Substring Partition of Equal Character Frequency,Medium,algorithms,"hash-table,string,dynamic-programming,counting"
3145,Find Products of Elements of Big Array,Hard,algorithms,"array,binary-search,bit-manipulation"
3146,Permutation Difference between Two Strings,Easy,algorithms,"hash-table,string"
3147,Taking Maximum Energy From the Mystic Dungeon,Medium,algorithms,"array,prefix-sum"
3148,Maximum Difference Score in a Grid,Medium,algorithms,"array,dynamic-programming,matrix"
3149,Find the Minimum Cost Array Permutation,Hard,algorithms,"array,dynamic-programming,bit-manipulation,bitmask"
3150,Invalid Tweets II,Easy,database,database
3151,Special Array I,Easy,algorithms,array
3152,Special Array II,Medium,algorithms,"array,binary-search,prefix-sum"
3153,Sum of Digit Differences of All Pairs,Medium,algorithms,"array,hash-table,math,counting"
3154,Find Number of Ways to Reach the K-th Stair,Hard,algorithms,"math,dynamic-programming,bit-manipulation,memoization,combinatorics"
3155,Maximum Number of Upgradable Servers,Medium,algorithms,"array,math,binary-search"
3156,Employee Task Duration and Concurrent Tasks,Hard,database,database
3157,Find the Level of Tree with Minimum Sum,Medium,algorithms,"tree,depth-first-search,breadth-first-search,binary-tree"
3158,Find the XOR of Numbers Which Appear Twice,Easy,algorithms,"array,hash-table,bit-manipulation"
3159,Find Occurrences of an Element in an Array,Medium,algorithms,"array,hash-table"
3160,Find the Number of Distinct Colors Among the Balls,Medium,algorithms,"array,hash-table,simulation"
3161,Block Placement Queries,Hard,algorithms,"array,binary-search,binary-indexed-tree,segment-tree"
3162,Find the Number of Good Pairs I,Easy,algorithms,"array,hash-table"
3163,String Compression III,Medium,algorithms,string
3164,Find the Number of Good Pairs II,Medium,algorithms,"array,hash-table"
3165,Maximum Sum of Subsequence With Non-adjacent Elements,Hard,algorithms,"array,divide-and-conquer,dynamic-programming,segment-tree"
3166,Calculate Parking Fees and Duration,Medium,database,database
3167,Better Compression of String,Medium,algorithms,"hash-table,string,sorting,counting"
3168,Minimum Number of Chairs in a Waiting Room,Easy,algorithms,"string,simulation"
3169,Count Days Without Meetings,Medium,algorithms,"array,sorting"
3170,Lexicographically Minimum String After Removing Stars,Medium,algorithms,"hash-table,string,stack,greedy,heap-priority-queue"
3171,Find Subarray With Bitwise OR Closest to K,Hard,algorithms,"array,binary-search,bit-manipulation,segment-tree"
3172,Second Day Verification,Easy,database,database
3173,Bitwise OR of Adjacent Elements,Easy,algorithms,"array,bit-manipulation"
3174,Clear Digits,Easy,algorithms,"string,stack,simulation"
3175,Find The First Player to win K Games in a Row,Medium,algorithms,"array,simulation"
3176,Find the Maximum Length of a Good Subsequence I,Medium,algorithms,"array,hash-table,dynamic-programming"
3177,Find the Maximum Length of a Good Subsequence II,Hard,algorithms,"array,hash-table,dynamic-programming"
3178,Find the Child Who Has the Ball After K Seconds,Easy,algorithms,"math,simulation"
3179,Find the N-th Value After K Seconds,Medium,algorithms,"array,math,simulation,combinatorics,prefix-sum"
3180,Maximum Total Reward Using Operations I,Medium,algorithms,"array,dynamic-programming"
3181,Maximum Total Reward Using Operations II,Hard,algorithms,"array,dynamic-programming,bit-manipulation"
3182,Find Top Scoring Students,Medium,database,database
3183,The Number of Ways to Make the Sum,Medium,algorithms,"array,dynamic-programming"
3184,Count Pairs That Form a Complete Day I,Easy,algorithms,"array,hash-table,counting"
3185,Count Pairs That Form a Complete Day II,Medium,algorithms,"array,hash-table,counting"
3186,Maximum Total Damage With Spell Casting,Medium,algorithms,"array,hash-table,two-pointers,binary-search,dynamic-programming,sorting,counting"
3187,Peaks in Array,Hard,algorithms,"array,binary-indexed-tree,segment-tree"
3188,Find Top Scoring Students II,Hard,database,database
3189,Minimum Moves to Get a Peaceful Board,Medium,algorithms,"array,greedy,sorting,counting-sort"
3190,Find Minimum Operations to Make All Elements Divisible by Three,Easy,algorithms,"array,math"
3191,Minimum Operations to Make Binary Array Elements Equal to One I,Medium,algorithms,"array,bit-manipulation,queue,sliding-window,prefix-sum"
3192,Minimum Operations to Make Binary Array Elements Equal to One II,Medium,algorithms,"array,dynamic-programming,greedy"
3193,Count the Number of Inversions,Hard,algorithms,"array,dynamic-programming"
3194,Minimum Average of Smallest and Largest Elements,Easy,algorithms,"array,two-pointers,sorting"
3195,Find the Minimum Area to Cover All Ones I,Medium,algorithms,"array,matrix"
3196,Maximize Total Cost of Alternating Subarrays,Medium,algorithms,"array,dynamic-programming"
3197,Find the Minimum Area to Cover All Ones II,Hard,algorithms,"array,matrix,enumeration"
3198,Find Cities in Each State,Easy,database,database
3199,Count Triplets with Even XOR Set Bits I,Easy,algorithms,"array,bit-manipulation"
3200,Maximum Height of a Triangle,Easy,algorithms,"array,enumeration"
3201,Find the Maximum Length of Valid Subsequence I,Medium,algorithms,"array,dynamic-programming"
3202,Find the Maximum Length of Valid Subsequence II,Medium,algorithms,"array,dynamic-programming"
3203,Find Minimum Diameter After Merging Two Trees,Hard,algorithms,"tree,depth-first-search,breadth-first-search,graph"
3204,Bitwise User Permissions Analysis,Medium,database,database
3205,Maximum Array Hopping Score I,Medium,algorithms,"array,dynamic-programming,stack,greedy,monotonic-stack"
3206,Alternating Groups I,Easy,algorithms,"array,sliding-window"
3207,Maximum Points After Enemy Battles,Medium,algorithms,"array,greedy"
3208,Alternating Groups II,Medium,algorithms,"array,sliding-window"
3209,Number of Subarrays With AND Value of K,Hard,algorithms,"array,binary-search,bit-manipulation,segment-tree"
3210,Find the Encrypted String,Easy,algorithms,string
3211,Generate Binary Strings Without Adjacent Zeros,Medium,algorithms,"string,backtracking,bit-manipulation"
3212,Count Submatrices With Equal Frequency of X and Y,Medium,algorithms,"array,matrix,prefix-sum"
3213,Construct String with Minimum Cost,Hard,algorithms,"array,string,dynamic-programming,suffix-array"
3214,Year on Year Growth Rate,Hard,database,database
3215,Count Triplets with Even XOR Set Bits II,Medium,algorithms,"array,bit-manipulation"
3216,Lexicographically Smallest String After a Swap,Easy,algorithms,"string,greedy"
3217,Delete Nodes From Linked List Present in Array,Medium,algorithms,"array,hash-table,linked-list"
3218,Minimum Cost for Cutting Cake I,Medium,algorithms,"array,dynamic-programming,greedy,sorting"
3219,Minimum Cost for Cutting Cake II,Hard,algorithms,"array,greedy,sorting"
3220,Odd and Even Transactions,Medium,database,database
3221,Maximum Array Hopping Score II,Medium,algorithms,"array,stack,greedy,monotonic-stack"
3222,Find the Winning Player in Coin Game,Easy,algorithms,"math,simulation,game-theory"
3223,Minimum Length of String After Operations,Medium,algorithms,"hash-table,string,counting"
3224,Minimum Array Changes to Make Differences Equal,Medium,algorithms,"array,hash-table,prefix-sum"
3225,Maximum Score From Grid Operations,Hard,algorithms,"array,dynamic-programming,matrix,prefix-sum"
3226,Number of Bit Changes to Make Two Integers Equal,Easy,algorithms,bit-manipulation
3227,Vowels Game in a String,Medium,algorithms,"math,string,brainteaser,game-theory"
3228,Maximum Number of Operations to Move Ones to the End,Medium,algorithms,"string,greedy,counting"
3229,Minimum Operations to Make Array Equal to Target,Hard,algorithms,"array,dynamic-programming,stack,greedy,monotonic-stack"
3230,Customer Purchasing Behavior Analysis,Medium,database,database
3231,Minimum Number of Increasing Subsequence to Be Removed,Hard,algorithms,"array,binary-search"
3232,Find if Digit Game Can Be Won,Easy,algorithms,"array,math"
3233,Find the Count of Numbers Which Are Not Special,Medium,algorithms,"array,math,number-theory"
3234,Count the Number of Substrings With Dominant Ones,Medium,algorithms,"string,sliding-window,enumeration"
3235,Check if the Rectangle Corner Is Reachable,Hard,algorithms,"array,math,depth-first-search,breadth-first-search,union-find,geometry"
3236,CEO Subordinate Hierarchy,Hard,database,database
3237,Alt and Tab Simulation,Medium,algorithms,"array,hash-table,simulation"
3238,Find the Number of Winning Players,Easy,algorithms,"array,hash-table,counting"
3239,Minimum Number of Flips to Make Binary Grid Palindromic I,Medium,algorithms,"array,two-pointers,matrix"
3240,Minimum Number of Flips to Make Binary Grid Palindromic II,Medium,algorithms,"array,two-pointers,matrix"
3241,Time Taken to Mark All Nodes,Hard,algorithms,"dynamic-programming,tree,depth-first-search,graph"
3242,Design Neighbor Sum Service,Easy,algorithms,"array,hash-table,design,matrix,simulation"
3243,Shortest Distance After Road Addition Queries I,Medium,algorithms,"array,breadth-first-search,graph"
3244,Shortest Distance After Road Addition Queries II,Hard,algorithms,"array,greedy,graph,ordered-set"
3245,Alternating Groups III,Hard,algorithms,"array,binary-indexed-tree,ordered-set"
3246,Premier League Table Ranking,Easy,database,database
3247,Number of Subsequences with Odd Sum,Medium,algorithms,"array,math,dynamic-programming,combinatorics"
3248,Snake in Matrix,Easy,algorithms,"array,string,simulation"
3249,Count the Number of Good Nodes,Medium,algorithms,"tree,depth-first-search"
3250,Find the Count of Monotonic Pairs I,Hard,algorithms,"array,math,dynamic-programming,combinatorics,prefix-sum"
3251,Find the Count of Monotonic Pairs II,Hard,algorithms,"array,math,dynamic-programming,combinatorics,prefix-sum"
3252,Premier League Table Ranking II,Medium,database,database
3253,Construct String with Minimum Cost (Easy),Medium,algorithms,
3254,Find the Power of K-Size Subarrays I,Medium,algorithms,"array,sliding-window"
3255,Find the Power of K-Size Subarrays II,Medium,algorithms,"array,sliding-window"
3256,Maximum Value Sum by Placing Three Rooks I,Hard,algorithms,"array,dynamic-programming,matrix,enumeration"
3257,Maximum Value Sum by Placing Three Rooks II,Hard,algorithms,"array,dynamic-programming,matrix,enumeration"
3258,Count Substrings That Satisfy K-Constraint I,Easy,algorithms,"string,sliding-window"
3259,Maximum Energy Boost From Two Drinks,Medium,algorithms,"array,dynamic-programming"
3260,Find the Largest Palindrome Divisible by K,Hard,algorithms,"math,string,dynamic-programming,greedy,number-theory"
3261,Count Substrings That Satisfy K-Constraint II,Hard,algorithms,"array,string,binary-search,sliding-window,prefix-sum"
3262,Find Overlapping Shifts,Medium,database,database
3263,Convert Doubly Linked List to Array I,Easy,algorithms,"array,linked-list,doubly-linked-list"
3264,Final Array State After K Multiplication Operations I,Easy,algorithms,"array,math,heap-priority-queue,simulation"
3265,Count Almost Equal Pairs I,Medium,algorithms,"array,hash-table,sorting,counting,enumeration"
3266,Final Array State After K Multiplication Operations II,Hard,algorithms,"array,heap-priority-queue,simulation"
